en	fr
It is also a good idea to upgrade using the C locale to get English output which in cases of problems is more likely to produce results in search engines.	C'est aussi une bonne idée d'utiliser les paramètres régionaux C locale pour la mise à niveau, afin d'obtenir des messages en anglais ce qui, en cas de problème, a plus de chance d'obtenir des résultats dans les moteurs de recherche.
After upgrading the debian edu config package, changed Cfengine configuration files might be available. Run ls ltr etc cfengine3 debian edu to check if this is the case. To apply the changes, run LC_ALL=C cf agent D installation.	Après la mise à niveau du paquet debian edu config, des fichiers de configuration modifiés de Cfengine pourraient être disponibles. Exécutez la commande ls ltr etc cfengine3 debian edu pour vérifier si c'est le cas. Pour appliquer les modifications, exécutez la commande LC_ALL=C cf agent D installation.
It is important to run debian edu ltsp install diskless_workstation yes after LTSP server upgrades to keep the SquashFS image for diskless clients menu in sync.	Il est important d’exécuter debian edu ltsp install diskless_workstation yes après les mises à niveau de serveur LTSP pour conserver l’image SquashFS pour la liste des clients sans disque synchronisée.
Automatic installation of updates can be done easily if desired, it just needs the unattended upgrades package to be installed and configured as described on wiki.debian.org UnattendedUpgrades.	Si vous le souhaitez, l'installation des mises à jour peut être rendue automatique, simplement en installant et en configurant le paquet unattended upgrades comme décrit sur la page wiki.debian.org UnattendedUpgrades.
apt listchanges can send new changelog entries to you via email, or alternatively display them in the terminal when running apt.	apt listchanges peut vous envoyer par courrier électronique les nouvelles entrées des journaux de modifications, ou bien les afficher dans un terminal lorsque la commande apt est utilisée.
Running cron apt as described above is a good way to learn when security updates are available for installed packages. Another way to stay informed about security updates is to subscribe to the Debian security announce mailinglist, which has the benefit of also telling you what the security update is about. The downside compared to cron apt) is that it also includes information about updates for packages which aren't installed.	Exécuter cron apt tel que décrit plus haut est une bonne façon de savoir lorsque des mises à jour de sécurité sont disponibles pour les paquets installés. Une autre façon de se tenir informé sur les mises à jour de sécurité est de s'inscrire à la liste de diffusion Debian security announce qui indique également quel est l'objet de cette mise à jour de sécurité. L'inconvénient par rapport à cron apt) est qu'elle diffuse également des informations sur des mises à jour de paquets qui ne sont pas installés.
Backup Management	Gestion des sauvegardes
For backup management point your browser to Please note that you need to access this site via SSL, since you have to enter the root password there. If you try to access this site without using SSL it will fail.	Pour la gestion des sauvegardes, faites pointer votre navigateur sur Veuillez noter que vous devez accéder à ce site par SSL, puisque le mot de passe du superutilisateur devra être saisi. En l'absence de chiffrement par SSL, la tentative d'accès échouera.
Note: the site will only work if you temporarily allow ssh root login on the backup server main server tjener' by default).	Remarque le site ne fonctionnera que si vous permettez temporairement la connexion du superutilisateur par SSH sur le serveur de sauvegarde le serveur principal tjener par défaut).
If you want to restore a complete folder, your best option is to use the command line:	Si vous voulez restaurer un répertoire complet, votre meilleure option est d'utiliser la ligne de commande
If you want to get rid of older backups, choose Maintenance in the menu on the backup page and select the oldest snapshot to keep:	Si vous souhaitez vous débarrasser des anciennes sauvegardes, choisissez Maintenance dans le menu de la page des sauvegarde et choisissez le dernier instantané à garder
slbackup php Maintenance	Maintenance de slbackup php
Server Monitoring	Surveillance des serveurs
The Munin trend reporting system is available from It provides system status measurement graphs on a daily, weekly, monthly and yearly basis, and provides the system administrator with help when looking for bottlenecks and the source of system problems.	Le système de rapport Munin est disponible depuis Il présente graphiquement des mesures de l'état du système de manière quotidienne, hebdomadaire, mensuelle et annuelle, et il apporte de l'aide à l'administrateur système pour identifier des goulots d'étranglement et la cause de problèmes du système.
The set of measurements being collected is automatically generated on each machine using the munin node configure program which probes the plugins available from usr share munin plugins and symlinks the relevant ones to etc munin plugins	L'ensemble des mesures collectées est créé automatiquement sur chaque machine grâce au programme munin node configure qui sonde les greffons disponibles dans usr share munin plugins et crée des liens symboliques dans etc munin plugins pour les greffons pertinents.
Information about Munin is available from	Des informations sur le système Munin sont disponibles depuis
Icinga system and service monitoring is available from The set of machines and services being monitored is automatically generated using information collected by the sitesummary system. The machines with the profile Main server and LTSP server receive full monitoring, while workstations and thin clients receive simple monitoring. To enable full monitoring on a workstation, install the nagios nrpe server package on the workstation.	Icinga, l'outil de surveillance du système et des services, est disponible depuis le site La liste des machines et services surveillés est automatiquement générée en utilisant l'information collectée par le système sitesummary. Les machines ayant le profil Serveur principal et Serveur LTSP ont une surveillance plus complète que les stations de travail et les clients légers. Pour activer une surveillance complète pour une station de travail, installez y le paquet nagios nrpe server.
By default Icinga does not send email. This can be changed by replacing notify by nothing with host notify by email and notify by email in the file etc icinga sitesummary template contacts.cfg.	Par défaut, Icinga n'envoie pas de courrier électronique. Ce comportement peut être modifié en remplaçant notify by nothing par host notify by email et notify by email dans le fichier etc icinga sitesummary template contacts.cfg.
Extra Icinga checks can be put in the file var lib sitesummary icinga generated.cfg.post to get them included in the generated file.	Des validations supplémentaires pour Icinga peuvent être ajoutées au fichier var lib sitesummary icinga generated.cfg.post afin de les inclure dans le fichier généré.
Here are instructions on how to handle the most common Icinga warnings.	Voici les instructions à suivre pour gérer les avertissements les plus courants de Icinga.
The partition usr in the example) is too full. There are in general two ways to handle this: remove some files or increase the size of the partition. If the partition is var purging the APT cache by calling apt clean might remove some files. If there is more room available in the LVM volume group, running the program debian edu fsautoresize to extend the partitions might help. To run this program automatically every hour, the host in question can be added to the fsautoresize hosts netgroup.	La partition usr dans l'exemple) est pleine. Il existe en général deux façons de gérer cela. La première consiste à supprimer quelques fichiers et la seconde à augmenter la taille de la partition. Si la partition concernée est var purger le cache d'APT en appelant apt clean devrait supprimer quelques fichiers. S'il reste de la place disponible sur le groupe de volume LVM, exécuter le programme debian edu fsautoresize pour agrandir la partition devrait aider. Pour lancer ce programme automatiquement toutes les heures, l'hôte concerné peut être ajouté au groupe réseau fsautoresize hosts.
New package are available for upgrades. The critical ones are normally security fixes. To upgrade, run apt upgrade apt full upgrade' as root in a terminal or log in via ssh to do the same.	De nouveaux paquets sont disponibles pour la mise à niveau. Les paquets critiques sont normalement des corrections de sécurité. Pour mettre à niveau, lancez apt upgrade apt full upgrade en tant que superutilisateur dans un terminal ou en vous connectant par SSH.
The running kernel is older than the newest installed kernel, and a reboot is required to activate the newest installed kernel. This is normally fairly urgent, as new kernels normally show up in Debian Edu to fix security issues.	Le noyau en cours d'utilisation est plus ancien que le noyau installé le plus récent et un redémarrage est nécessaire pour activer ce nouveau noyau. C'est normalement plutôt urgent puisque les nouveaux noyaux apparaissent dans Debian Edu pour corriger des problèmes de sécurité.
The printer queues in CUPS have a lot of jobs pending. This is most likely because of a unavailable printer. Disabled print queues are enabled every hour on hosts that are member of the cups queue autoreenable hosts netgroup, so for such hosts no manual action should be required. The print queues are emptied every night on hosts that are member of the cups queue autoflush hosts netgroup. If a host have a lot of jobs in their queue, consider adding this host to one or both of these netgroups.	Les files d'attente d'impression de CUPS ont beaucoup de tâches en attente. C'est très probablement dû à une imprimante indisponible. Les files d'attente d'impression désactivées sont activées toutes les heures sur les hôtes du groupe réseau cups queue autoreenable hosts, donc aucune action manuelle n'est nécessaire pour ces hôtes. Les files d'attente d'impression sont vidées toutes les nuits pour les hôtes du groupe réseau cups queue autoflush hosts. Si un hôte a beaucoup de tâche en attente dans sa file, vous devriez l'ajouter à au moins un de ces deux groupes réseau.
Sitesummary is used to collect information from each computer and submit it to the central server. The information collected is available in var lib sitesummary entries Scripts in usr lib sitesummary are available to generate reports.	Sitesummary est utilisé pour collecter de l'information depuis chaque ordinateur et l'envoyer au serveur central. L'information collectée est disponible dans var lib sitesummary entries Les scripts dans usr lib sitesummary permettent de générer des rapports.
A simple report from sitesummary without any details is available from	Un rapport simple provenant de sitesummary est disponible sur
General notes on upgrading	Notes à propos de la mise à niveau
Upgrading Debian from one distribution to the next is generally rather easy. For Debian Edu this is unfortunately a bit more complicated as we modify configuration files in ways we shouldn't. However we have documented the needed steps below. See Debian bug for more information how Debian Edu should modify configuration files.)	Mettre à niveau Debian d'une distribution à une autre est généralement assez simple. Pour Debian Edu, c'est malheureusement un peu plus compliqué car nous modifions les fichiers de configuration d'une manière que nous ne devrions pas modifier. Cependant, nous avons documenté les étapes nécessaires ci dessous. Voir le bogue Debian pour plus d'informations sur la manière dont Debian Edu doit modifier les fichiers de configuration.)
In general, upgrading the servers is more difficult than the workstations and the main server is the most difficult to upgrade.	En général, la mise à niveau des serveurs est plus difficile que celle des stations de travail et celle du serveur principal est la plus difficile.
If you want to be sure that after the upgrade everything works as before, you should test the upgrade on a test system or systems configured the same way as your production machines. There you can test the upgrade without risk and see if everything works as it should.	Si vous voulez être certain que tout fonctionnera de la même manière après la mise à niveau, vous devriez appliquer celle ci sur un serveur de test ou de configuration identique à votre serveur de production. Vous pourrez ainsi vous assurer sans risque que tout fonctionne correctement.
Make sure to also read the information about the current Debian Stable release in its installation manual.	Assurez vous de lire également les informations à propos de la version stable actuelle de Debian dans son manuel d'installation.
It may also be wise to wait a bit and keep running Oldstable for a few weeks longer, so that others can test the upgrade and document any problems they experience. The Oldstable release of Debian Edu will receive continued support for some time after the next Stable release, but when Debian ceases support for Oldstable, Debian Edu will necessarily do the same.	Par ailleurs, il peut être judicieux d'attendre et de laisser tourner l'ancienne version stable pendant quelques semaines supplémentaires, de sorte que d'autres puissent tester la mise à niveau et documenter les problèmes rencontrés. L'ancienne version stable de Debian Edu recevra une prise en charge continue pendant encore quelques temps après la sortie de la nouvelle version stable, mais quand Debian cessera la prise en charge de l'ancienne stable, Debian Edu devra faire de même.
Please note that the following recipe applies to a default Debian Edu main server installation desktop=xfce, profiles Main Server, Workstation, LTSP Server). For a general overview concerning Buster to Bullseye upgrade, see:	Veuillez noter que la recette suivante s'applique à une installation de serveur principal de Debian Edu bureau Xfce, profils Serveur principal, Station de travail, Serveur LTSP). Pour un aperçu global de la mise à niveau de Buster à Bullseye, consultez
If apt finishes with an error, try to fix it and or run apt f install and then apt y full upgrade once again.	Si apt termine avec une erreur, essayez de la corriger et ou de lancer apt f install, puis à nouveau apt y full upgrade.
Upgrading the main server	Mettez à niveau le serveur principal
Cleanup the package cache:	Nettoyez le cache de paquets
sed i s buster bullseye g' etc apt sources.list sed i s# debian security bullseye updates# bullseye security#g' etc apt sources.list export LC_ALL=C optional to get English output) apt update apt full upgrade	sed i s buster bullseye g' etc apt sources.list sed i s# debian security bullseye updates# bullseye security#g' etc apt sources.list export LC_ALL=C facultatif pour obtenir une sortie en anglais) apt update apt full upgrade
apt list changes: be prepared for a lot of NEWS to read; press to scroll down, to leave the pager. All information will be mailed to root so that you can read it again using mailx or mutt).	apt list changes soyez prêt à lire beaucoup d'INFORMATIONS appuyez sur pour les faire défiler, pour quitter l'afficheur. Toutes les informations seront envoyées par courriel au superutilisateur, ainsi, il sera possible de les relire ultérieurement avec mailx ou mutt).
Read all debconf information carefully, choose keep the local version currently installed' unless stated differently below; in most cases hitting return will be fine.	Lisez attentivement toutes les informations debconf, choisissez garder la version locale installée actuellement sauf indication contraire ci dessous. Dans la plupart des cas, appuyer sur entrée sera suffisant.
restart services: Choose Yes.	Redémarrez les services choisir Oui.
openssh server: Choose keep the local version currently installed'.	openssh server choisir garder la version locale installée actuellement
etc plymouth plymouthd.conf: Choose Y.	etc plymouth plymouthd.conf choisir Y.
Samba server and utilities: Choose keep the local version currently installed'.	Serveur et utilitaires Samba choisir garder la version locale installée actuellement
etc default slapd: Choose N.	etc default slapd choisir N.
etc cups cups files.conf: Choose N.	etc cups cups files.conf choisir N.
Apply and adjust configuration:	Appliquer la configuration et l'ajuster
Setup and configure the Icinga2 web interface:	Installation et configuration de l'interface web Icinga2
Run apt install icinga2 ido mysql, always choose No if asked by debconf.	Exécutez apt install icinga2 ido mysql, toujours choisir No si debconf pose la question.
Run usr share debian edu config tools edu icinga setup	Exécutez la commande usr share debian edu config tools edu icinga setup
apt install debian edu artwork homeworld apt purge debian edu artwork buster unless Buster artwork should be kept as an alternative	apt install debian edu artwork homeworld apt purge debian edu artwork buster sauf si le thème de Buster doit être gardé comme alternative
Adjust Xfce panel configuration:	Ajuster la configuration du panneau Xfce
Cope with new LTSP and related changes:	Gérer la nouvelle version de LTSP et des modifications liées
rm f etc default tftpd hpa to remove no longer needed modifications rm rf var lib tftpboot to remove no longer used tftp base directory dpkg reconfigure p low tftpd hpa first prompt: keep tftp'' as system account, second: change TFTP root directory to srv tftp'' third: keep address and port, last one: enter secure'' as additional option service tftpd hpa restart rm rf opt ltsp cleanup old LTSP base directory The next steps will need quite some execution time. debian edu ltsp install arch amd64 diskless_workstation no thin_type bare if Bit thin client support is wanted debian edu ltsp install arch i386 diskless_workstation no thin_type bare if Bit thin client support is wanted debian edu ltsp install diskless_workstation yes to create diskless workstation image from the server's file system debian edu pxeinstall to add PXE installation files and related iPXE menu items	rm f etc default tftpd hpa pour supprimer les modifications plus nécessaires rm rf var lib tftpboot pour supprimer le répertoire de base TFTP plus utilisé dpkg reconfigure p low tftpd hpa première invite garder tftp'' comme compte système, deuxième changer le répertoire racine de TFTP pour srv tftp'', troisième garder l'adresse et le port, dernière invite entrer secure'' comme option supplémentaire service tftpd hpa restart rm rf opt ltsp nettoyer l'ancien répertoire de base de LTSP Les étapes suivantes auront besoin d'un peu de temps d'exécution. debian edu ltsp install arch amd64 diskless_workstation no thin_type bare si la prise en charge d'un client léger bits est recherchée debian edu ltsp install arch i386 diskless_workstation no thin_type bare si la prise en charge d'un client léger bits est recherchée debian edu ltsp install diskless_workstation yes pour créer l'image de station de travail sans disque à partir du système de fichiers du serveur debian edu pxeinstall pour ajouter les fichiers d'installation PXE et les entrées de menu iPXE liées
Cope with move to iPXE:	Gérer le passage à iPXE
Run gosa encrypt passwords	Exécutez gosa encrypt passwords
Run service apache2 restart	Exécutez service apache2 restart.
Cope with Kerberos encryption type changes:	Gérer les changements de type de chiffrement de Kerberos
Run service krb5 kdc restart	Exécutez service krb5 kdc restart.
Cope with Samba changes:	Gérer les modifications de Samba
Add first user's Samba account: smbpasswd a Once users change their password, the related Samba account will be created.	Ajoutez le compte Samba du premier utilisateur smbpasswd a Une fois que les utilisateurs auront modifié leur mot de passe, le compte Samba sera créé.
if one is able to connect LTSP clients and workstations,	s'il est possible de se connecter aux clients LTSP et aux stations de travail,
if one can send and receive internal email,	s'il est possible d'envoyer et de recevoir des courriels internes,
if one can manage printers,	s'il est possible de gérer les imprimantes,
and if other site specific things are working.	et si d'autres éléments propres au site fonctionnent.
Upgrading a workstation	Mise à jour d'une station de travail
Do all the basic things like on the main server and without doing the things not needed. If not yet done, configure the machine to use Kerberos for mounting home directories, see the getting started chapter for details.	Effectuez toutes les tâches de base comme sur le serveur principal, mais sans faire les actions inutiles. Si ce n'est pas déjà fait, configurez la machine pour qu'elle utilise Kerberos pour monter les répertoires personnels, voir le chapitre Démarrage rapide pour les détails.
To upgrade from any older release, you will need to upgrade to the Buster based Debian Edu release first, before you can follow the instructions provided above. Instructions are given in the Manual for Debian Edu Buster about how to upgrade to Buster from the previous release, Stretch. Likewise the Stretch manual describes how to upgrade from Jessie.	Pour mettre à niveau à partir de toute autre version plus ancienne, vous devez d'abord mettre à niveau vers la version Buster de Debian Edu avant de pouvoir suivre les instructions fournies ci dessus. La façon de migrer est décrite dans le Manuel pour Debian Edu Buster qui contient les instructions pour mettre à niveau vers Buster à partir de la version précédente, Stretch. De même, le manuel de Stretch couvre la mise à niveau depuis Jessie.
HowTos for networked clients	Manuels sur les clients en réseau
HowTos for Samba	Manuels pour Samba
HowTos for users	Manuels pour les utilisateurs
The Getting Started and Maintenance chapters describe how to get started with Debian Edu and how to do the basic maintenance work. The howtos in this chapter have some more advanced tips and tricks.	Les chapitres Démarrage rapide et Maintenance décrivent comment prendre en main Debian Edu et comment effectuer le travail de maintenance de base. Les manuels de ce chapitre décrivent des astuces avancées
Configuration history: tracking etc using the git version control system	Historique de configuration suivre les changements de etc en utilisant le système de gestion de versions Git
Using etckeeper, all files in etc are tracked using Git as a version control system.	Avec l'utilisation de etckeeper, tous les fichiers situés dans etc sont suivis en utilisant le système de gestion de versions Git.
This makes it possible to see when a file is added, changed and removed, as well as what was changed if the file is a text file. The git repository is stored in etc .git	Cela permet de voir quand un fichier est ajouté, modifié ou supprimé, ainsi que de voir ce qui a changé dans le fichier si celui ci est un fichier texte. Le dépôt Git est stocké dans etc .git
Every hour, any changes are automatically recorded, allowing configuration history to be extracted and reviewed.	Toutes les heures, les changements sont automatiquement enregistrés, ce qui permet l'extraction et la consultation de l'historique de configuration.
See the output of man etckeeper for more information.	Veuillez consulter la sortie de man etckeeper pour des informations plus détaillées.
List of useful commands:	Liste de commandes utiles
See which files are currently not tracked and which are not up to date:	Pour voir les fichiers qui actuellement ne sont pas suivis ou qui ne sont pas à jour
Resizing Partitions	Redimensionner les partitions
In Debian Edu, all partitions other than the boot partition are on logical LVM volumes. With Linux kernels since version it is possible to extend partitions while they are mounted. Shrinking partitions still needs to happen while the partition is unmounted.	Dans Debian Edu, toutes les partitions autres que boot sont sur des volumes logiques LVM. Depuis la version du noyau Linux, il est possible d'étendre des partitions alors qu'elles sont montées. La réduction d'une partition doit toujours être effectuée lorsque celle ci est démontée.
It is a good idea to avoid creating very large partitions over, say, 20GiB), because of the time it takes to run fsck on them or to restore them from backup if the need arises. It is better, if possible, to create several smaller partitions than one very large one.	Il est judicieux d'éviter de créer de très grandes partitions par exemple au delà de Gio), à cause du temps que prend l'exécution de fsck sur celles ci ou la restauration depuis une sauvegarde, si cela s'avérait nécessaire. Il est préférable, si possible, de créer plusieurs petites partitions plutôt qu'une seule très grande.
The helper script debian edu fsautoresize is provided to make it easier to extend full partitions. When invoked, it reads the configuration from usr share debian edu config fsautoresizetab, site etc fsautoresizetab and etc fsautoresizetab. It then proposes to extend partitions with too little free space, according to the rules provided in these files. If run with no arguments, it will only show the commands needed to extend the file system. The argument n is needed to actually execute these commands to extend the file systems.	Le scriptdebian edu fsautoresize est fourni afin de faciliter l'extension de partitions pleines. Celui ci lit la configuration depuis usr share debian edu config fsautoresizetab, site etc fsautoresizetab et etc fsautoresizetab. À partir des règles décrites dans ces fichiers, il propose d'étendre les partitions ne disposant que de peu de place libre. S'il est appelé sans argument, il affiche seulement les commandes permettant d'étendre le système de fichiers. Le paramètre n est requis pour effectuer réellement l'opération.
The script is executed automatically every hour on every client listed in the fsautoresize hosts netgroup.	Le script est exécuté automatiquement toutes les heures sur chaque client du groupe réseau fsautoresize hosts.
When the partition used by the Squid proxy is resized, the value for cache size in etc squid squid.conf needs to be updated as well. The helper script usr share debian edu config tools squid update cachedir is provided to do this automatically, checking the current partition size of var spool squid and configuring Squid to use	Quand vous redimensionnez la partition utilisée par le mandataire Squid, la taille du cache dans le fichier etc squid squid.conf doit également être modifiée. Le script usr share debian edu config tools squid update cachedir effectue cela pour vous automatiquement, en vérifiant la taille actuelle de la partition de var spool squid et en configurant Squid pour utiliser
Logical Volume Management LVM) enables resizing the partitions while they are mounted and in use. You can learn more about LVM from the LVM HowTo.	La Gestion des Volumes Logiques LVM) permet de redimensionner les partitions lorsqu'elles sont montées et en cours d'utilisation. Vous pouvez en apprendre davantage sur LVM en consultant le Manuel LVM.
Using ldapvi	Utilisation de ldapvi
ldapvi is a tool to edit the LDAP database with a normal text editor on the commandline.	ldapvi est un outil pour éditer la base de données LDAP à l'aide d'un éditeur de texte en ligne de commande.
Note: ldapvi will use whatever is the default editor. By executing export EDITOR=vim in the shell prompt one can configure the environment to get a vi clone as editor.	Note ldapvi utilisera l'éditeur par défaut, quel qu'il soit. En exécutant export EDITOR=vim sur la ligne de commande, vous pouvez configurer l'environnement pour utiliser un clone de vi comme éditeur.
To add an LDAP object using ldapvi, use object sequence number with the string add in front of the new LDAP object.	Pour ajouter un objet LDAP avec ldapvi, utilisez le numéro de séquence de l'objet en faisant précéder le nouvel objet LDAP de la chaîne add.
Warning: ldapvi is a very powerful tool. Be careful and don't mess up the LDAP database, same warning applies for JXplorer.	Attention ldapvi est un outil très puissant. Utilisez le avec précaution pour ne pas endommager la base de données LDAP. Le même avertissement s'applique à JXplorer.
Using Kerberos for NFS to mount home directories is a security feature. As of Bullseye, LTSP clients won't work without Kerberos. The levels krb5, krb5i and krb5p are supported krb5 means Kerberos authentication, i stands for integrity check and p for privacy, i.e. encryption); the load on both server and workstation increases with the security level, krb5i is a good choice and has been chosen as default.	L'utilisation de Kerberos pour NFS afin de monter des répertoires home est une fonctionnalité de sécurité. Depuis Bullseye, les clients LTSP ne fonctionnent plus sans Kerberos. Les niveaux krb5, krb5i et krb5p sont pris en charge krb5 signifie authentification Kerberos, i représente une vérification d'intégrité et p,la protection des données personnelles, c'est à dire le chiffrement) en fonction du niveau de sécurité, la charge augmente à la fois sur le serveur et sur les stations de travail, krb5i est un bon choix et a été choisi comme niveau de sécurité par défaut.
How to change the default	Comment modifier le niveau de sécurité par défaut
Main server	Serveur principal
run exportfs r	exécutez exportfs r
This tool allows to set the default printer depending on location, machine, or group membership. For more information, see usr share doc standardskriver README.md.	Cet outil permet de définir l'imprimante par défaut en fonction de l'emplacement, de la machine ou de l'appartenance à un groupe. Pour plus d'informations, lire usr share doc standardskriver README.md.
The configuration file etc standardskriver.cfg has to be provided by the admin, see usr share doc standardskriver examples standardskriver.cfg as an example.	Le fichier de configuration etc standardskriver.cfg doit être fourni par l'administrateur, voir usr share doc standardskriver examples standardskriver.cfgcomme exemple.
ldap createuser krb, a command line tool	ldap createuser krb, un outil en ligne de commande
ldap createuser krb is a small command line tool to create LDAP users and set their passwords in Kerberos. It's mostly useful for testing, though.	ldap createuser krb est un petit utilitaire en ligne de commande pour créer des utilisateurs LDAP et définir leurs mots de passe dans Kerberos. Il est surtout utile pour des tests.
Using stable updates	Utilisation de stable updates
Since the Squeeze release in Debian has included packages formerly maintained in volatile.debian.org in the stable updates suite.	Depuis la publication de Squeeze en Debian fournit dans la suite stable updates des paquets qui étaient auparavant maintenus sur volatile.debian.org.
While you can use stable updates directly, you don't have to: stable updates are pushed into the stable suite regularly when stable point releases are done, which roughly happens every two months.	Bien que vous puissiez utiliser les dépôts stable updates directement, vous n'y êtes pas obligé les mises à jour de stable updates sont régulièrement poussées vers la distribution stable lors des mises à jour intermédiaires, ce qui arrive environ tous les deux mois.
Using backports to install newer software	Utilisation des rétroportages pour installer des logiciels plus récents
Using backports is simple:	L'utilisation des paquets rétroportés est simple
After which one can install backported packages easily, the following command will install a backported version of tuxtype:	Après cette étape, il est possible d'installer facilement des paquets rétroportés. La commande suivante installera la version rétroportée de tuxtype
If you want to upgrade from one version to another for example from Bullseye to but you do not have Internet connectivity, only physical media, follow these steps:	Si vous voulez mettre à niveau d'une version à une autre par exemple de Bullseye à mais que vous ne possédez pas de connexion Internet, mais seulement un support physique, suivez ces étapes
Insert the CD DVD Blu ray disc USB flash drive and use the apt cdrom command:	Insérez le CD, DVD, disque Blu ray ou périphérique USB et utilisez la commande apt cdrom
To quote the apt cdrom man page:	D'après la page de manuel d'apt cdrom
apt cdrom is used to add a new CD ROM to APTs list of available sources. apt cdrom takes care of determining the structure of the disc as well as correcting for several possible mis burns and verifying the index files.	apt cdrom est utilisé pour ajouter un nouveau CD à la liste de sources APT disponibles. apt cdrom s'occupe de déterminer la structure du disque ainsi que de corriger plusieurs problèmes de gravure possibles et de vérifier les fichiers d'index.
It is necessary to use apt cdrom to add CDs to the APT system, it cannot be done by hand. Furthermore each disk in a multi CD set must be inserted and scanned separately to account for possible mis burns.	Vous devez utiliser apt cdrom pour ajouter des CD au système APT, vous ne pouvez pas le faire vous même. De plus, chaque disque faisant partie d'un ensemble de plusieurs disques doit être inséré et balayé par le logiciel indépendamment pour prévenir certains problèmes de gravure.
Then run these two commands to upgrade the system:	Exécutez ensuite ces deux commandes pour mettre à niveau le système
killer is a perl script that gets rid of background jobs. Background jobs are defined as processes that belong to users who are not currently logged into the machine. It's run by cron job once an hour.	killer est un script Perl qui se débarrasse des processus d'arrière plan. Ce sont des processus qui appartiennent à des utilisateurs qui ne sont plus connectés à la machine. Il est exécuté par l'outil cron toutes les heures.
Automatic installation of security upgrades	Installation automatique des mises à niveau de sécurité
unattended upgrades is a Debian package which will install security and other) upgrades automatically. If installed, the package is preconfigured to install security upgrades. The logs are available in var log unattended upgrades also, there are always var log dpkg.log and var log apt	unattended upgrades est un paquet Debian qui installera entre autres) les mises à niveau de sécurité automatiquement. S'il est installé, le paquet est préconfiguré pour installer les mises à niveau de sécurité. Les journaux de mises à niveau sont disponibles dans var log unattended upgrades il y a toujours aussi var log dpkg.log et var log apt
Automatic shutdown of machines during the night	Arrêt automatique des machines la nuit
It is possible to save energy and money by automatically turning client machines off at night and back on in the morning. The package shutdown at night will try to turn off the machine every hour on the hour from in the afternoon, but will not turn it off if it seems to have users. It will try to tell the BIOS to turn on the machine around in the morning, and the main server will try to turn on machines from by sending wake on lan packets. These times can be changed in the crontabs of individual machines.	Il est possible d'économiser de l'énergie et de l'argent en éteignant les clients la nuit, et en les rallumant automatiquement le matin. Le paquet shutdown at night tentera d'éteindre la machine toutes les heures à partir de h sauf si des utilisateurs sont connectés. Il essayera également d'indiquer au BIOS d'allumer les machines vers h du matin, et le serveur principal tentera d'allumer les machines à partir de h en utilisant les paquets wake on lan. Les heures peuvent être modifiées dans les crontabs de chaque machine.
Some considerations should be kept in mind when setting this up:	Il y a quelques considérations à prendre en compte en faisant cela
The clients should not be shut down when someone is using them. This is ensured by checking the output from who, and as a special case, checking for the ssh connection command to work with X2Go thin clients.	Les clients ne devraient pas être éteints si quelqu'un est en train de les utiliser. La sortie de la commande who, et, dans certains cas, la recherche de la connexion SSH depuis des clients légers X2Go, permettent de faire cela.
To avoid blowing electrical fuses, it is a good idea to make sure all clients do not start at the same time.	Pour éviter de faire sauter les fusibles, il est bon de s'assurer que tous les clients ne démarrent pas en même temps.
How to set up shutdown at night	Comment configurer shutdown at night
On clients that should turn off at night, touch etc shutdown at night shutdown at night, or add the hostname that is, the output from uname n' on the client) to the netgroup shutdown at night hosts Adding hosts to the netgroup in LDAP can be done using the GOsa² web tool. The clients might need to have wake on lan configured in the BIOS. It is also important that the switches and routers used between the wake on lan server and the clients will pass the WOL packets to the clients even if the clients are turned off. Some switches fail to pass on packets to clients that are missing in the ARP table on the switch, and this blocks the WOL packets.	Sur les clients qui doivent être éteints la nuit, exécutez la commande touch etc shutdown at night shutdown at night ou ajoutez le nom d'hôte c'est à dire la sortie de la commande uname n exécutée sur le client) au groupe réseau shutdown at night hosts Ajouter des hôtes au groupe réseau dans LDAP peut se faire avec l'outil web GOsa². Les clients ont besoin d'avoir la fonctionnalité de réveil par réseau wake on lan configurée dans le BIOS. Il est également important que les commutateurs et routeurs utilisés entre le serveur wake on lan et les clients soient capables de passer les paquets WOL aux clients même si ceux ci sont éteints. Certains commutateurs ne sont pas capables de passer les paquets aux clients qui ne sont pas présents dans leur table ARP, ce qui bloque les paquets WOL.
To enable wake on lan on the server, add the clients to etc shutdown at night clients, with one line per client, IP address first, followed by MAC address ethernet address), separated by a space; or create a script etc shutdown at night clients generator to generate the list of clients on the fly.	Pour activer wake on lan sur le serveur, ajoutez les clients au fichier etc shutdown at night clients, une ligne par client, l'adresse IP en premier, l'adresse MAC adresse ethernet) ensuite, avec un espace entre les deux, ou bien créez un script etc shutdown at night clients generator pour générer la liste de clients à la volée.
Here is an example etc shutdown at night clients generator for use with sitesummary:	Voici un exemple etc shutdown at night clients generator à utiliser avec sitesummary
An alternative if the netgroup is used to activate shutdown at night on clients is this script using the netgroup tool from the ng utils package:	Si le groupe réseau est utilisé pour activer shutdown at night sur les clients, il est possible d'utiliser ce script en utilisant l'utilitaire netgroup du paquet ng utils
